Sensor,RMSE_ax,RMSE_ay,RMSE_az
BMI270,0.009763162026797447,0.9943158679970271,0.03547694652234533
LSM9DS1,0.013928075821204876,1.0015772427573528,0.0351477132577281
MPU6050,0.6889672975500472,0.7037821155552855,0.13243948934440336
