Testing filter: 0 without noise
Time,Roll Error,Pitch Error,Yaw Error
19.190,32.988,-32.793,184.494
19.200,32.692,-32.914,184.535
19.210,32.320,-33.036,184.626
19.220,32.019,-33.188,184.689
19.230,31.742,-33.297,184.726
19.240,31.443,-33.423,184.782
19.250,31.151,-33.547,184.824
19.260,30.766,-33.688,184.925
19.270,30.418,-33.845,184.996
19.280,30.119,-33.953,185.068
19.290,29.768,-34.104,185.125
19.300,29.438,-34.258,185.175
19.310,29.154,-34.382,185.226
19.320,28.795,-34.519,185.301
19.330,28.442,-34.669,185.383
19.340,28.157,-34.789,185.422
19.350,27.824,-34.950,185.497
19.360,27.500,-35.051,185.578
19.370,27.189,-35.206,185.615
19.380,26.877,-35.296,185.664
19.390,26.512,-35.384,185.725
19.400,26.166,-35.495,185.778
19.410,25.821,-35.601,185.821
19.420,25.449,-35.701,185.903
19.430,25.093,-35.823,185.956
19.440,24.734,-35.950,186.037
19.450,24.435,-36.052,186.075
19.460,24.108,-36.143,186.133
19.470,23.714,-36.244,186.218
19.480,23.353,-36.375,186.270
19.490,22.973,-36.455,186.341
19.500,22.641,-36.533,186.380
19.510,22.274,-36.660,186.436
19.520,21.951,-36.769,186.494
19.530,21.594,-36.835,186.570
19.540,21.234,-36.935,186.629
19.550,20.858,-37.024,186.699
19.560,20.559,-37.098,186.726
19.570,20.169,-37.158,186.813
19.580,19.864,-37.279,186.856
19.590,19.533,-37.336,186.902
19.600,19.151,-37.447,186.950
19.610,18.802,-37.558,187.018
19.620,18.423,-37.651,187.059
19.630,18.035,-37.749,187.130
19.640,17.640,-37.814,187.189
19.650,17.305,-37.925,187.222
19.660,16.990,-37.952,187.257
19.670,16.620,-38.041,187.308
19.680,16.306,-38.155,187.328
19.690,15.953,-38.202,187.390
19.700,15.569,-38.306,187.455
19.710,15.184,-38.409,187.510
19.720,14.849,-38.519,187.527
19.730,14.476,-38.566,187.598
19.740,14.105,-38.600,187.671
19.750,13.737,-38.631,187.728
19.760,13.381,-38.700,187.800
19.770,13.054,-38.730,187.842
19.780,12.661,-38.801,187.900
19.790,12.281,-38.867,187.934
19.800,11.918,-38.909,187.973
19.810,11.542,-38.986,188.021
19.820,11.218,-39.075,188.037
19.830,10.861,-39.082,188.069
19.840,10.500,-39.157,188.097
19.850,10.124,-39.179,188.153
19.860,9.744,-39.232,188.194
19.870,9.351,-39.272,188.232
19.880,8.943,-39.333,188.303
19.890,8.542,-39.336,188.357
19.900,8.135,-39.366,188.422
19.910,7.825,-39.445,188.433
19.920,7.512,-39.451,188.449
19.930,7.198,-39.539,188.463
19.940,6.848,-39.599,188.482
19.950,6.492,-39.665,188.502
19.960,6.166,-39.670,188.517
19.970,5.758,-39.653,188.576
19.980,5.367,-39.662,188.611
19.990,4.974,-39.673,188.652
Testing filter: 1 without noise
Time,Roll Error,Pitch Error,Yaw Error
0.000,130.824,-27.625,134.194
0.010,126.265,-30.407,135.973
0.020,121.358,-33.324,138.186
0.030,115.632,-36.569,141.084
0.040,109.852,-39.591,144.290
0.050,103.586,-42.541,147.999
0.060,96.231,-45.546,152.574
0.070,88.936,-48.001,157.265
0.080,80.621,-50.204,162.715
0.090,72.732,-51.711,167.903
0.100,64.195,-52.762,173.470
0.110,56.551,-53.204,178.328
0.120,48.787,-53.214,183.089
0.130,42.248,-52.886,186.876
0.140,35.858,-52.296,190.344
0.150,30.233,-51.565,193.131
0.160,25.331,-50.782,195.303
0.170,21.082,-50.004,196.941
0.180,17.680,-49.324,198.041
0.190,14.467,-48.638,198.892
0.200,11.885,-48.064,199.399
0.210,9.440,-47.499,199.725
0.220,7.457,-47.030,199.846
0.230,5.566,-46.570,199.836
0.240,4.008,-46.186,199.715
0.250,2.515,-45.807,199.497
0.260,1.181,-45.460,199.206
0.270,-0.019,-45.141,198.861
0.280,-1.105,-44.843,198.477
0.290,-2.097,-44.564,198.064
0.300,-3.010,-44.300,197.633
0.310,-3.855,-44.049,197.191
0.320,-4.642,-43.809,196.745
0.330,-5.383,-43.578,196.297
0.340,-6.083,-43.354,195.850
0.350,-6.749,-43.138,195.409
0.360,-7.384,-42.927,194.975
0.370,-7.994,-42.722,194.550
0.380,-8.582,-42.522,194.134
0.390,-9.150,-42.327,193.729
0.400,-9.701,-42.137,193.335
0.410,-10.237,-41.950,192.952
0.420,-10.760,-41.768,192.580
0.430,-11.271,-41.589,192.219
0.440,-11.771,-41.414,191.870
0.450,-12.262,-41.243,191.531
0.460,-12.745,-41.074,191.203
0.470,-13.219,-40.909,190.886
0.480,-13.687,-40.747,190.579
0.490,-14.147,-40.587,190.281
0.500,-14.602,-40.430,189.993
0.510,-15.050,-40.275,189.714
0.520,-15.494,-40.123,189.444
0.530,-15.932,-39.973,189.182
0.540,-16.365,-39.825,188.928
0.550,-16.794,-39.679,188.681
0.560,-17.219,-39.535,188.442
0.570,-17.640,-39.392,188.210
0.580,-18.057,-39.250,187.984
0.590,-18.470,-39.110,187.765
0.600,-18.879,-38.971,187.552
0.610,-19.285,-38.833,187.344
0.620,-19.688,-38.696,187.142
0.630,-20.088,-38.560,186.945
0.640,-20.484,-38.425,186.753
0.650,-20.878,-38.290,186.566
0.660,-21.268,-38.156,186.384
0.670,-21.656,-38.022,186.206
0.680,-22.042,-37.889,186.031
0.690,-22.424,-37.755,185.861
0.700,-22.804,-37.622,185.695
0.710,-23.181,-37.489,185.532
0.720,-23.556,-37.356,185.372
0.730,-23.929,-37.223,185.216
0.740,-24.300,-37.090,185.062
0.750,-24.668,-36.956,184.912
0.760,-25.034,-36.822,184.764
0.770,-25.397,-36.688,184.619
0.780,-25.759,-36.553,184.476
0.790,-26.119,-36.418,184.336
0.800,-26.476,-36.283,184.198
0.810,-26.832,-36.147,184.062
0.820,-27.185,-36.010,183.929
0.830,-27.537,-35.873,183.797
0.840,-27.886,-35.735,183.668
0.850,-28.234,-35.597,183.540
0.860,-28.580,-35.457,183.414
0.870,-28.924,-35.317,183.290
0.880,-29.266,-35.176,183.167
0.890,-29.607,-35.035,183.046
0.900,-29.945,-34.892,182.926
0.910,-30.282,-34.749,182.808
0.920,-30.618,-34.604,182.691
0.930,-30.951,-34.459,182.576
0.940,-31.283,-34.313,182.462
0.950,-31.613,-34.166,182.348
0.960,-31.942,-34.018,182.237
0.970,-32.269,-33.869,182.126
0.980,-32.594,-33.718,182.017
0.990,-32.918,-33.567,181.908
1.000,-33.240,-33.415,181.801
1.010,-33.560,-33.262,181.694
1.020,-33.879,-33.108,181.589
1.030,-34.196,-32.952,181.484
1.040,-34.512,-32.796,181.381
1.050,-34.826,-32.638,181.278
1.060,-35.138,-32.480,181.177
1.070,-35.449,-32.320,181.076
1.080,-35.758,-32.160,180.976
1.090,-36.066,-31.998,180.877
1.100,-36.371,-31.835,180.779
1.110,-36.676,-31.671,180.682
1.120,-36.979,-31.506,180.586
1.130,-37.280,-31.340,180.491
1.140,-37.579,-31.173,180.396
1.150,-37.877,-31.004,180.302
1.160,-38.174,-30.835,180.209
1.170,-38.468,-30.664,180.117
1.180,-38.762,-30.492,180.026
1.190,-39.053,-30.320,179.935
1.200,-39.343,-30.146,179.845
1.210,-39.631,-29.971,179.757
1.220,-39.918,-29.795,179.668
1.230,-40.203,-29.617,179.581
1.240,-40.486,-29.439,179.495
1.250,-40.768,-29.260,179.409
1.260,-41.049,-29.079,179.324
1.270,-41.327,-28.897,179.240
1.280,-41.604,-28.715,179.157
1.290,-41.879,-28.531,179.075
1.300,-42.152,-28.347,178.993
1.310,-42.424,-28.161,178.913
1.320,-42.694,-27.974,178.833
1.330,-42.962,-27.786,178.754
1.340,-43.228,-27.597,178.676
1.350,-43.493,-27.407,178.599
1.360,-43.756,-27.216,178.523
1.370,-44.018,-27.024,178.448
1.380,-44.277,-26.831,178.373
1.390,-44.535,-26.637,178.300
1.400,-44.791,-26.442,178.227
1.410,-45.045,-26.246,178.155
1.420,-45.297,-26.049,178.084
1.430,-45.548,-25.851,178.014
1.440,-45.797,-25.652,177.945
1.450,-46.044,-25.452,177.877
1.460,-46.289,-25.251,177.810
1.470,-46.532,-25.049,177.744
1.480,-46.773,-24.846,177.679
1.490,-47.013,-24.643,177.615
1.500,-47.251,-24.438,177.552
1.510,-47.486,-24.232,177.489
1.520,-47.720,-24.026,177.428
1.530,-47.952,-23.818,177.368
1.540,-48.182,-23.610,177.309
1.550,-48.410,-23.401,177.251
1.560,-48.636,-23.191,177.193
1.570,-48.860,-22.980,177.137
1.580,-49.082,-22.768,177.082
1.590,-49.302,-22.556,177.028
1.600,-49.521,-22.342,176.975
1.610,-49.737,-22.128,176.923
1.620,-49.951,-21.913,176.872
1.630,-50.163,-21.697,176.822
1.640,-50.373,-21.480,176.773
1.650,-50.581,-21.262,176.725
1.660,-50.787,-21.044,176.678
1.670,-50.991,-20.825,176.633
1.680,-51.193,-20.605,176.588
1.690,-51.393,-20.384,176.545
1.700,-51.591,-20.163,176.502
1.710,-51.787,-19.941,176.461
1.720,-51.980,-19.718,176.420
1.730,-52.171,-19.494,176.381
1.740,-52.361,-19.270,176.343
1.750,-52.548,-19.045,176.306
1.760,-52.733,-18.819,176.270
1.770,-52.916,-18.593,176.235
1.780,-53.096,-18.366,176.202
1.790,-53.275,-18.138,176.169
1.800,-53.451,-17.909,176.137
1.810,-53.625,-17.680,176.107
1.820,-53.797,-17.450,176.078
1.830,-53.967,-17.220,176.049
1.840,-54.134,-16.989,176.022
1.850,-54.300,-16.757,175.996
1.860,-54.463,-16.525,175.971
1.870,-54.623,-16.293,175.947
1.880,-54.782,-16.059,175.924
1.890,-54.938,-15.825,175.903
1.900,-55.092,-15.591,175.882
1.910,-55.244,-15.356,175.862
1.920,-55.393,-15.120,175.844
1.930,-55.540,-14.884,175.827
1.940,-55.685,-14.647,175.810
1.950,-55.827,-14.410,175.795
1.960,-55.968,-14.172,175.781
1.970,-56.106,-13.934,175.768
1.980,-56.241,-13.696,175.756
1.990,-56.374,-13.456,175.745
2.000,-56.505,-13.217,175.735
2.010,-56.634,-12.976,175.726
2.020,-56.760,-12.736,175.718
2.030,-56.884,-12.495,175.712
2.040,-57.006,-12.253,175.706
2.050,-57.125,-12.011,175.701
2.060,-57.242,-11.768,175.697
2.070,-57.357,-11.526,175.695
2.080,-57.469,-11.282,175.693
2.090,-57.579,-11.039,175.692
2.100,-57.686,-10.795,175.693
2.110,-57.791,-10.551,175.694
2.120,-57.894,-10.306,175.696
2.130,-57.994,-10.061,175.699
2.140,-58.092,-9.815,175.704
2.150,-58.191,-9.560,175.709
2.160,-58.284,-9.315,175.715
2.170,-58.374,-9.070,175.722
2.180,-58.461,-8.824,175.730
2.190,-58.547,-8.578,175.739
2.200,-58.630,-8.332,175.749
2.210,-58.711,-8.085,175.759
2.220,-58.789,-7.837,175.771
2.230,-58.865,-7.590,175.784
2.240,-58.939,-7.342,175.798
2.250,-59.010,-7.093,175.812
2.260,-59.078,-6.845,175.828
2.270,-59.145,-6.596,175.844
2.280,-59.209,-6.347,175.861
2.290,-59.270,-6.098,175.879
2.300,-59.329,-5.848,175.898
2.310,-59.386,-5.599,175.918
2.320,-59.440,-5.349,175.939
2.330,-59.492,-5.099,175.960
2.340,-59.541,-4.848,175.983
2.350,-59.588,-4.598,176.006
2.360,-59.632,-4.347,176.030
2.370,-59.674,-4.097,176.054
2.380,-59.714,-3.846,176.080
2.390,-59.751,-3.595,176.106
2.400,-59.786,-3.344,176.133
2.410,-59.818,-3.093,176.161
2.420,-59.848,-2.841,176.190
2.430,-59.875,-2.590,176.219
2.440,-59.900,-2.339,176.249
2.450,-59.922,-2.087,176.280
2.460,-59.942,-1.836,176.312
2.470,-59.960,-1.584,176.344
2.480,-59.975,-1.333,176.377
2.490,-59.988,-1.081,176.411
2.500,-59.998,-0.829,176.445
2.510,-60.006,-0.578,176.480
2.520,-60.011,-0.326,176.516
2.530,-60.014,-0.075,176.552
2.540,-60.014,0.177,176.589
2.550,-60.012,0.419,176.624
2.560,-60.008,0.671,176.663
2.570,-60.001,0.924,176.703
2.580,-59.992,1.176,176.743
2.590,-59.980,1.428,176.783
2.600,-59.966,1.680,176.824
2.610,-59.950,1.932,176.866
2.620,-59.931,2.183,176.908
2.630,-59.909,2.434,176.951
2.640,-59.885,2.686,176.994
2.650,-59.859,2.936,177.038
2.660,-59.830,3.187,177.083
2.670,-59.800,3.428,177.124
2.680,-59.768,3.670,177.167
2.690,-59.733,3.913,177.210
2.700,-59.695,4.156,177.255
2.710,-59.654,4.410,177.303
2.720,-59.611,4.664,177.352
2.730,-59.565,4.916,177.402
2.740,-59.517,5.168,177.451
2.750,-59.467,5.419,177.501
2.760,-59.415,5.660,177.548
2.770,-59.360,5.911,177.599
2.780,-59.302,6.162,177.651
2.790,-59.242,6.412,177.702
2.800,-59.182,6.652,177.751
2.810,-59.116,6.902,177.804
2.820,-59.051,7.142,177.853
2.830,-58.981,7.392,177.907
2.840,-58.909,7.641,177.962
2.850,-58.835,7.890,178.016
2.860,-58.760,8.128,178.067
2.870,-58.684,8.367,178.118
2.880,-58.602,8.616,178.175
2.890,-58.520,8.855,178.227
2.900,-58.433,9.103,178.285
2.910,-58.344,9.351,178.342
2.920,-58.253,9.598,178.400
2.930,-58.159,9.844,178.458
2.940,-58.064,10.089,178.516
2.950,-57.966,10.333,178.574
2.960,-57.865,10.577,178.633
2.970,-57.763,10.820,178.691
2.980,-57.658,11.062,178.750
2.990,-57.551,11.304,178.809
3.000,-57.442,11.545,178.869
3.010,-57.334,11.776,178.924
3.020,-57.220,12.017,178.984
3.030,-57.108,12.248,179.040
3.040,-56.989,12.489,179.102
3.050,-56.868,12.729,179.163
3.060,-56.749,12.959,179.220
3.070,-56.623,13.198,179.283
3.080,-56.495,13.437,179.345
3.090,-56.365,13.675,179.408
3.100,-56.232,13.912,179.470
3.110,-56.103,14.138,179.528
3.120,-55.971,14.366,179.586
3.130,-55.836,14.593,179.646
3.140,-55.693,14.830,179.710
3.150,-55.554,15.057,179.770
3.160,-55.413,15.283,179.830
3.170,-55.263,15.519,179.896
3.180,-55.112,15.754,179.962
3.190,-54.964,15.978,180.022
3.200,-54.814,16.203,180.083
3.210,-54.661,16.427,180.144
3.220,-54.506,16.651,180.206
3.230,-54.343,16.884,180.273
3.240,-54.177,17.116,180.341
3.250,-54.010,17.346,180.407
3.260,-53.841,17.575,180.474
3.270,-53.671,17.803,180.541
3.280,-53.499,18.030,180.607
3.290,-53.324,18.255,180.673
3.300,-53.148,18.480,180.739
3.310,-52.970,18.703,180.805
3.320,-52.790,18.925,180.871
3.330,-52.609,19.147,180.937
3.340,-52.425,19.367,181.003
3.350,-52.239,19.587,181.069
3.360,-52.051,19.806,181.135
3.370,-51.869,20.015,181.196
3.380,-51.676,20.233,181.262
3.390,-51.489,20.441,181.323
3.400,-51.292,20.658,181.390
3.410,-51.101,20.866,181.452
3.420,-50.899,21.081,181.519
3.430,-50.703,21.288,181.581
3.440,-50.497,21.502,181.649
3.450,-50.290,21.716,181.716
3.460,-50.080,21.928,181.783
3.470,-49.870,22.138,181.850
3.480,-49.665,22.340,181.911
3.490,-49.458,22.542,181.973
3.500,-49.240,22.751,182.041
3.510,-49.020,22.959,182.108
3.520,-48.799,23.166,182.175
3.530,-48.576,23.372,182.242
3.540,-48.352,23.577,182.308
3.550,-48.126,23.780,182.374
3.560,-47.898,23.982,182.440
3.570,-47.669,24.183,182.506
3.580,-47.438,24.383,182.572
3.590,-47.206,24.582,182.637
3.600,-46.971,24.780,182.702
3.610,-46.735,24.976,182.767
3.620,-46.507,25.164,182.827
3.630,-46.266,25.360,182.892
3.640,-46.023,25.554,182.957
3.650,-45.780,25.747,183.022
3.660,-45.534,25.940,183.086
3.670,-45.287,26.131,183.151
3.680,-45.038,26.320,183.215
3.690,-44.788,26.509,183.278
3.700,-44.536,26.697,183.342
3.710,-44.282,26.883,183.405
3.720,-44.027,27.068,183.468
3.730,-43.770,27.253,183.531
3.740,-43.512,27.436,183.594
3.750,-43.252,27.618,183.656
3.760,-42.990,27.799,183.718
3.770,-42.726,27.979,183.780
3.780,-42.461,28.158,183.842
3.790,-42.195,28.335,183.903
3.800,-41.927,28.512,183.964
3.810,-41.657,28.687,184.025
3.820,-41.385,28.862,184.085
3.830,-41.112,29.035,184.146
3.840,-40.838,29.207,184.206
3.850,-40.562,29.378,184.265
3.860,-40.284,29.547,184.325
3.870,-40.005,29.716,184.384
3.880,-39.724,29.883,184.443
3.890,-39.442,30.050,184.501
3.900,-39.159,30.215,184.559
3.910,-38.873,30.379,184.617
3.920,-38.587,30.541,184.674
3.930,-38.299,30.703,184.732
3.940,-38.009,30.864,184.788
3.950,-37.718,31.023,184.845
3.960,-37.436,31.175,184.897
3.970,-37.152,31.326,184.949
3.980,-36.853,31.483,185.005
3.990,-36.554,31.639,185.062
4.000,-36.254,31.793,185.117
4.010,-35.953,31.946,185.172
4.020,-35.650,32.098,185.226
4.030,-35.346,32.248,185.280
4.040,-35.042,32.397,185.334
4.050,-34.736,32.545,185.386
4.060,-34.428,32.692,185.439
4.070,-34.120,32.837,185.491
4.080,-33.811,32.980,185.542
4.090,-33.500,33.123,185.593
4.100,-33.188,33.264,185.643
4.110,-32.875,33.404,185.693
4.120,-32.561,33.542,185.742
4.130,-32.245,33.680,185.791
4.140,-31.928,33.815,185.839
4.150,-31.610,33.950,185.887
4.160,-31.291,34.083,185.935
4.170,-30.971,34.215,185.981
4.180,-30.650,34.346,186.028
4.190,-30.328,34.475,186.073
4.200,-30.004,34.603,186.118
4.210,-29.680,34.730,186.163
4.220,-29.366,34.850,186.204
4.230,-29.037,34.975,186.248
4.240,-28.708,35.098,186.291
4.250,-28.378,35.219,186.334
4.260,-28.047,35.340,186.376
4.270,-27.715,35.459,186.418
4.280,-27.382,35.576,186.459
4.290,-27.048,35.692,186.499
4.300,-26.714,35.807,186.538
4.310,-26.378,35.920,186.577
4.320,-26.042,36.032,186.615
4.330,-25.704,36.143,186.653
4.340,-25.366,36.252,186.690
4.350,-25.027,36.360,186.726
4.360,-24.687,36.466,186.761
4.370,-24.346,36.571,186.796
4.380,-24.004,36.674,186.830
4.390,-23.661,36.777,186.864
4.400,-23.318,36.877,186.897
4.410,-22.986,36.972,186.927
4.420,-22.639,37.071,186.959
4.430,-22.291,37.168,186.990
4.440,-21.943,37.263,187.021
4.450,-21.595,37.357,187.050
4.460,-21.245,37.449,187.079
4.470,-20.895,37.540,187.107
4.480,-20.545,37.630,187.134
4.490,-20.194,37.718,187.161
4.500,-19.841,37.804,187.187
4.510,-19.489,37.889,187.212
4.520,-19.136,37.973,187.236
4.530,-18.782,38.055,187.259
4.540,-18.427,38.136,187.282
4.550,-18.072,38.215,187.304
4.560,-17.716,38.293,187.325
4.570,-17.360,38.369,187.345
4.580,-17.003,38.444,187.364
4.590,-16.645,38.517,187.383
4.600,-16.287,38.589,187.401
4.610,-15.928,38.659,187.418
4.620,-15.569,38.728,187.434
4.630,-15.209,38.796,187.449
4.640,-14.849,38.862,187.464
4.650,-14.488,38.926,187.477
4.660,-14.127,38.989,187.490
4.670,-13.765,39.050,187.502
4.680,-13.403,39.110,187.513
4.690,-13.040,39.168,187.523
4.700,-12.677,39.225,187.533
4.710,-12.313,39.281,187.541
4.720,-11.949,39.334,187.549
4.730,-11.585,39.387,187.556
4.740,-11.220,39.438,187.561
4.750,-10.855,39.487,187.566
4.760,-10.489,39.535,187.571
4.770,-10.123,39.581,187.574
4.780,-9.757,39.626,187.576
4.790,-9.390,39.669,187.577
4.800,-9.023,39.710,187.578
4.810,-8.656,39.751,187.577
4.820,-8.288,39.789,187.576
4.830,-7.920,39.826,187.574
4.840,-7.552,39.862,187.571
4.850,-7.184,39.896,187.567
4.860,-6.815,39.928,187.562
4.870,-6.447,39.959,187.556
4.880,-6.078,39.988,187.549
4.890,-5.709,40.016,187.541
4.900,-5.339,40.042,187.532
4.910,-4.970,40.067,187.522
4.920,-4.600,40.090,187.512
4.930,-4.230,40.111,187.500
4.940,-3.860,40.131,187.487
4.950,-3.490,40.150,187.474
4.960,-3.120,40.167,187.459
4.970,-2.750,40.182,187.444
4.980,-2.379,40.196,187.427
4.990,-2.009,40.208,187.410
5.000,-1.639,40.218,187.392
5.010,-1.268,40.227,187.372
5.020,-0.898,40.235,187.352
5.030,-0.528,40.241,187.331
5.040,-0.157,40.245,187.308
5.050,0.213,40.248,187.285
5.060,0.570,40.248,187.263
5.070,0.928,40.247,187.240
5.080,1.287,40.245,187.217
5.090,1.647,40.241,187.194
5.100,2.009,40.236,187.170
5.110,2.372,40.230,187.145
5.120,2.735,40.221,187.119
5.130,3.113,40.212,187.091
5.140,3.490,40.201,187.060
5.150,3.851,40.188,187.031
5.160,4.213,40.174,187.001
5.170,4.590,40.158,186.967
5.180,4.951,40.141,186.935
5.190,5.313,40.122,186.902
5.200,5.676,40.102,186.868
5.210,6.038,40.080,186.833
5.220,6.416,40.056,186.795
5.230,6.778,40.031,186.758
5.240,7.140,40.005,186.720
5.250,7.502,39.976,186.682
5.260,7.879,39.946,186.639
5.270,8.255,39.914,186.595
5.280,8.628,39.880,186.549
5.290,8.986,39.846,186.505
5.300,9.345,39.810,186.461
5.310,9.718,39.771,186.413
5.320,10.076,39.732,186.367
5.330,10.434,39.691,186.321
5.340,10.792,39.649,186.273
5.350,11.151,39.604,186.226
5.360,11.524,39.557,186.173
5.370,11.896,39.509,186.119
5.380,12.265,39.458,186.063
5.390,12.634,39.406,186.006
5.400,13.001,39.353,185.948
5.410,13.367,39.298,185.889
5.420,13.717,39.243,185.834
5.430,14.083,39.185,185.774
5.440,14.447,39.125,185.712
5.450,14.810,39.063,185.650
5.460,15.172,39.000,185.587
5.470,15.534,38.935,185.523
5.480,15.894,38.869,185.458
5.490,16.253,38.801,185.392
5.500,16.611,38.731,185.326
5.510,16.955,38.662,185.264
5.520,17.300,38.591,185.201
5.530,17.646,38.519,185.139
5.540,17.992,38.445,185.076
5.550,18.352,38.367,185.008
5.560,18.696,38.290,184.944
5.570,19.055,38.208,184.874
5.580,19.412,38.125,184.803
5.590,19.767,38.041,184.730
5.600,20.122,37.955,184.657
5.610,20.474,37.867,184.583
5.620,20.812,37.782,184.514
5.630,21.151,37.694,184.445
5.640,21.490,37.605,184.375
5.650,21.829,37.514,184.306
5.660,22.182,37.418,184.230
5.670,22.533,37.320,184.153
5.680,22.868,37.225,184.081
5.690,23.204,37.128,184.009
5.700,23.540,37.029,183.936
5.710,23.876,36.929,183.863
5.720,24.225,36.823,183.784
5.730,24.572,36.716,183.703
5.740,24.917,36.608,183.622
5.750,25.260,36.498,183.539
5.760,25.588,36.391,183.463
5.770,25.930,36.278,183.380
5.780,26.271,36.164,183.297
5.790,26.609,36.048,183.212
5.800,26.946,35.931,183.128
5.810,27.282,35.812,183.043
5.820,27.616,35.692,182.957
5.830,27.950,35.571,182.872
5.840,28.281,35.448,182.786
5.850,28.599,35.329,182.706
5.860,28.917,35.207,182.627
5.870,29.249,35.079,182.541
5.880,29.565,34.954,182.461
5.890,29.895,34.823,182.375
5.900,30.210,34.696,182.296
5.910,30.525,34.566,182.216
5.920,30.840,34.435,182.136
5.930,31.167,34.298,182.050
5.940,31.492,34.159,181.963
5.950,31.816,34.019,181.875
5.960,32.124,33.883,181.794
5.970,32.433,33.745,181.713
5.980,32.754,33.600,181.625
5.990,33.073,33.454,181.538
6.000,33.390,33.307,181.449
6.010,33.705,33.159,181.361
6.020,34.006,33.016,181.279
6.030,34.307,32.870,181.198
6.040,34.620,32.717,181.111
6.050,34.919,32.569,181.030
6.060,35.230,32.413,180.943
6.070,35.526,32.262,180.862
6.080,35.835,32.103,180.775
6.090,36.129,31.950,180.694
6.100,36.435,31.788,180.607
6.110,36.738,31.626,180.521
6.120,37.028,31.469,180.440
6.130,37.317,31.310,180.361
6.140,37.618,31.143,180.275
6.150,37.916,30.975,180.189
6.160,38.213,30.807,180.103
6.170,38.507,30.637,180.017
6.180,38.800,30.466,179.932
6.190,39.090,30.294,179.847
6.200,39.379,30.121,179.762
6.210,39.655,29.954,179.685
6.220,39.942,29.778,179.601
6.230,40.215,29.608,179.525
6.240,40.500,29.430,179.443
6.250,40.771,29.257,179.368
6.260,41.053,29.076,179.287
6.270,41.322,28.900,179.212
6.280,41.601,28.716,179.133
6.290,41.867,28.539,179.059
6.300,42.132,28.360,178.987
6.310,42.407,28.172,178.909
6.320,42.680,27.983,178.831
6.330,42.940,27.801,178.760
6.340,43.199,27.617,178.689
6.350,43.457,27.432,178.620
6.360,43.725,27.238,178.545
6.370,43.979,27.051,178.476
6.380,44.244,26.854,178.402
6.390,44.505,26.657,178.329
6.400,44.765,26.460,178.256
6.410,45.022,26.262,178.184
6.420,45.277,26.063,178.113
6.430,45.529,25.864,178.042
6.440,45.780,25.663,177.972
6.450,46.028,25.462,177.903
6.460,46.264,25.268,177.840
6.470,46.500,25.073,177.778
6.480,46.734,24.875,177.718
6.490,46.969,24.676,177.658
6.500,47.211,24.467,177.595
6.510,47.451,24.258,177.532
6.520,47.679,24.057,177.474
6.530,47.915,23.846,177.413
6.540,48.149,23.635,177.353
6.550,48.380,23.423,177.293
6.560,48.599,23.219,177.239
6.570,48.817,23.013,177.186
6.580,49.044,22.798,177.129
6.590,49.268,22.582,177.074
6.600,49.480,22.374,177.023
6.610,49.692,22.165,176.974
6.620,49.910,21.945,176.922
6.630,50.127,21.726,176.870
6.640,50.340,21.506,176.820
6.650,50.543,21.294,176.774
6.660,50.752,21.072,176.725
6.670,50.951,20.859,176.681
6.680,51.157,20.635,176.635
6.690,51.352,20.420,176.593
6.700,51.545,20.203,176.553
6.710,51.746,19.976,176.510
6.720,51.935,19.758,176.471
6.730,52.131,19.530,176.431
6.740,52.317,19.310,176.394
6.750,52.508,19.080,176.355
6.760,52.689,18.860,176.320
6.770,52.869,18.638,176.287
6.780,53.054,18.405,176.252
6.790,53.229,18.182,176.220
6.800,53.403,17.957,176.189
6.810,53.582,17.722,176.157
6.820,53.759,17.487,176.126
6.830,53.932,17.253,176.096
6.840,54.103,17.018,176.067
6.850,54.271,16.783,176.038
6.860,54.436,16.548,176.011
6.870,54.599,16.313,175.985
6.880,54.760,16.077,175.960
6.890,54.918,15.841,175.936
6.900,55.067,15.614,175.915
6.910,55.215,15.385,175.896
6.920,55.361,15.156,175.877
6.930,55.505,14.924,175.860
6.940,55.648,14.692,175.845
6.950,55.794,14.449,175.829
6.960,55.939,14.206,175.814
6.970,56.074,13.973,175.800
6.980,56.213,13.729,175.788
6.990,56.349,13.486,175.775
7.000,56.483,13.242,175.764
7.010,56.608,13.008,175.755
7.020,56.732,12.773,175.746
7.030,56.854,12.537,175.739
7.040,56.974,12.299,175.734
7.050,57.097,12.052,175.729
7.060,57.212,11.813,175.724
7.070,57.330,11.565,175.721
7.080,57.440,11.326,175.719
7.090,57.548,11.087,175.718
7.100,57.655,10.846,175.718
7.110,57.759,10.605,175.719
7.120,57.861,10.363,175.721
7.130,57.961,10.120,175.724
7.140,58.063,9.867,175.728
7.150,58.162,9.615,175.733
7.160,58.253,9.373,175.738
7.170,58.343,9.130,175.745
7.180,58.431,8.886,175.752
7.190,58.516,8.642,175.760
7.200,58.599,8.397,175.770
7.210,58.680,8.151,175.780
7.220,58.763,7.895,175.792
7.230,58.838,7.650,175.804
7.240,58.912,7.404,175.816
7.250,58.983,7.157,175.830
7.260,59.055,6.900,175.846
7.270,59.121,6.654,175.861
7.280,59.188,6.397,175.878
7.290,59.250,6.152,175.895
7.300,59.308,5.905,175.912
7.310,59.365,5.658,175.931
7.320,59.419,5.410,175.950
7.330,59.471,5.162,175.971
7.340,59.521,4.913,175.992
7.350,59.568,4.664,176.014
7.360,59.616,4.405,176.039
7.370,59.658,4.156,176.062
