Sensor,RMSE_ax,RMSE_ay,RMSE_az,MAE_ax,MAE_ay,MAE_az
BMI270,0.009763162026797447,0.9943158679970271,0.03547694652234533,0.006966666666666668,0.6314212122009837,0.02869180767008966
ISM330BX,0.7096672401238485,0.720406962805373,0.45095290555995265,0.6359578888888889,0.6438193132908565,0.18159623642330813
LSM9DS1,0.013928075821204876,1.0015772427573528,0.0351477132577281,0.01034090322145576,0.6343934344232062,0.02864407971273725
MPU6050,0.6889672975500472,0.7037821155552855,0.13243948934440336,0.608093434423206,0.6261934344232061,0.11203661298404069
