Testing filter: 0 without noise
Time,Roll Error,Pitch Error,Yaw Error
1.090,-36.058,-32.003,180.895
1.100,-36.364,-31.840,180.796
1.110,-36.669,-31.676,180.698
1.120,-36.972,-31.510,180.600
1.130,-37.274,-31.344,180.504
1.140,-37.574,-31.176,180.409
1.150,-37.872,-31.008,180.314
1.160,-38.169,-30.838,180.220
1.170,-38.464,-30.667,180.128
1.180,-38.757,-30.495,180.036
1.190,-39.049,-30.322,179.945
1.200,-39.339,-30.148,179.854
1.210,-39.628,-29.973,179.765
1.220,-39.915,-29.797,179.676
1.230,-40.200,-29.619,179.589
1.240,-40.483,-29.441,179.502
1.250,-40.765,-29.262,179.416
1.260,-41.046,-29.081,179.330
1.270,-41.324,-28.899,179.246
1.280,-41.601,-28.716,179.163
1.290,-41.876,-28.533,179.080
1.300,-42.150,-28.348,178.998
1.310,-42.421,-28.162,178.918
1.320,-42.692,-27.975,178.838
1.330,-42.960,-27.787,178.758
1.340,-43.226,-27.598,178.680
1.350,-43.491,-27.408,178.603
1.360,-43.754,-27.217,178.527
1.370,-44.016,-27.025,178.451
1.380,-44.275,-26.832,178.376
1.390,-44.533,-26.638,178.303
1.400,-44.789,-26.443,178.230
1.410,-45.044,-26.247,178.158
1.420,-45.296,-26.050,178.087
1.430,-45.547,-25.852,178.017
1.440,-45.795,-25.653,177.948
1.450,-46.042,-25.453,177.880
1.460,-46.288,-25.252,177.812
1.470,-46.531,-25.050,177.746
1.480,-46.772,-24.847,177.681
1.490,-47.012,-24.643,177.617
1.500,-47.250,-24.438,177.553
1.510,-47.485,-24.233,177.491
1.520,-47.719,-24.026,177.430
1.530,-47.951,-23.819,177.369
1.540,-48.181,-23.611,177.310
1.550,-48.409,-23.401,177.252
1.560,-48.635,-23.191,177.195
1.570,-48.860,-22.980,177.138
1.580,-49.082,-22.768,177.083
1.590,-49.302,-22.556,177.029
1.600,-49.520,-22.342,176.976
1.610,-49.736,-22.128,176.924
1.620,-49.951,-21.913,176.873
1.630,-50.163,-21.697,176.823
1.640,-50.373,-21.480,176.774
1.650,-50.581,-21.263,176.726
1.660,-50.787,-21.044,176.679
1.670,-50.991,-20.825,176.633
1.680,-51.193,-20.605,176.589
1.690,-51.393,-20.385,176.545
1.700,-51.591,-20.163,176.503
1.710,-51.786,-19.941,176.461
1.720,-51.980,-19.718,176.421
1.730,-52.171,-19.494,176.382
1.740,-52.361,-19.270,176.343
1.750,-52.548,-19.045,176.306
1.760,-52.733,-18.819,176.270
1.770,-52.915,-18.593,176.236
1.780,-53.096,-18.366,176.202
1.790,-53.275,-18.138,176.169
1.800,-53.451,-17.910,176.138
1.810,-53.625,-17.680,176.107
1.820,-53.797,-17.451,176.078
1.830,-53.967,-17.220,176.049
1.840,-54.134,-16.989,176.022
1.850,-54.299,-16.758,175.996
1.860,-54.462,-16.525,175.971
1.870,-54.623,-16.293,175.947
1.880,-54.782,-16.059,175.924
1.890,-54.938,-15.825,175.903
1.900,-55.092,-15.591,175.882
1.910,-55.244,-15.356,175.863
1.920,-55.393,-15.120,175.844
1.930,-55.540,-14.884,175.827
1.940,-55.685,-14.647,175.810
1.950,-55.828,-14.410,175.795
1.960,-55.968,-14.172,175.781
1.970,-56.106,-13.934,175.768
1.980,-56.241,-13.695,175.756
1.990,-56.375,-13.456,175.745
2.000,-56.506,-13.216,175.735
2.010,-56.634,-12.976,175.726
2.020,-56.761,-12.735,175.718
2.030,-56.885,-12.494,175.711
2.040,-57.006,-12.252,175.706
2.050,-57.126,-12.010,175.701
2.060,-57.242,-11.768,175.697
2.070,-57.357,-11.525,175.694
2.080,-57.469,-11.282,175.693
2.090,-57.579,-11.039,175.692
2.100,-57.686,-10.795,175.692
2.110,-57.791,-10.550,175.694
2.120,-57.894,-10.306,175.696
2.130,-57.994,-10.061,175.699
2.140,-58.092,-9.815,175.704
2.150,-58.187,-9.570,175.709
2.160,-58.280,-9.323,175.715
2.170,-58.371,-9.077,175.722
2.180,-58.459,-8.830,175.730
2.190,-58.545,-8.583,175.739
2.200,-58.628,-8.336,175.749
2.210,-58.709,-8.088,175.760
2.220,-58.788,-7.841,175.772
2.230,-58.864,-7.593,175.785
2.240,-58.938,-7.344,175.799
2.250,-59.009,-7.096,175.813
2.260,-59.078,-6.847,175.829
2.270,-59.144,-6.598,175.845
2.280,-59.208,-6.348,175.862
2.290,-59.270,-6.099,175.880
2.300,-59.329,-5.849,175.899
2.310,-59.385,-5.599,175.919
2.320,-59.440,-5.349,175.939
2.330,-59.491,-5.099,175.961
2.340,-59.541,-4.849,175.983
2.350,-59.588,-4.598,176.006
2.360,-59.632,-4.348,176.030
2.370,-59.674,-4.097,176.055
2.380,-59.714,-3.846,176.080
2.390,-59.751,-3.595,176.107
2.400,-59.786,-3.344,176.134
2.410,-59.818,-3.093,176.161
2.420,-59.848,-2.841,176.190
2.430,-59.875,-2.590,176.219
2.440,-59.900,-2.339,176.250
2.450,-59.922,-2.087,176.280
2.460,-59.942,-1.836,176.312
2.470,-59.960,-1.584,176.344
2.480,-59.975,-1.333,176.377
2.490,-59.988,-1.081,176.411
2.500,-59.998,-0.829,176.445
2.510,-60.006,-0.578,176.480
2.520,-60.011,-0.326,176.516
2.530,-60.014,-0.075,176.552
2.540,-60.014,0.177,176.590
2.550,-60.012,0.428,176.627
2.560,-60.008,0.680,176.666
2.570,-60.001,0.931,176.705
2.580,-59.992,1.183,176.744
2.590,-59.980,1.434,176.785
2.600,-59.966,1.685,176.826
2.610,-59.949,1.936,176.867
2.620,-59.930,2.187,176.909
2.630,-59.909,2.438,176.952
2.640,-59.885,2.688,176.995
2.650,-59.859,2.939,177.039
2.660,-59.830,3.189,177.083
2.670,-59.799,3.440,177.128
2.680,-59.766,3.690,177.174
2.690,-59.730,3.940,177.220
2.700,-59.691,4.190,177.266
2.710,-59.651,4.439,177.313
2.720,-59.607,4.689,177.361
2.730,-59.562,4.938,177.409
2.740,-59.514,5.187,177.458
2.750,-59.464,5.436,177.507
2.760,-59.411,5.684,177.556
2.770,-59.356,5.932,177.606
2.780,-59.298,6.180,177.657
2.790,-59.239,6.428,177.708
2.800,-59.176,6.675,177.759
2.810,-59.112,6.923,177.811
2.820,-59.045,7.169,177.864
2.830,-58.975,7.416,177.916
2.840,-58.904,7.662,177.970
2.850,-58.830,7.908,178.023
2.860,-58.753,8.154,178.077
2.870,-58.675,8.399,178.132
2.880,-58.593,8.644,178.186
2.890,-58.510,8.888,178.242
2.900,-58.424,9.132,178.297
2.910,-58.336,9.376,178.353
2.920,-58.246,9.620,178.409
2.930,-58.153,9.863,178.466
2.940,-58.058,10.105,178.523
2.950,-57.961,10.347,178.580
2.960,-57.861,10.589,178.638
2.970,-57.759,10.831,178.696
2.980,-57.655,11.071,178.754
2.990,-57.548,11.312,178.813
3.000,-57.439,11.552,178.872
3.010,-57.328,11.791,178.931
3.020,-57.215,12.030,178.991
3.030,-57.099,12.269,179.051
3.040,-56.981,12.507,179.111
3.050,-56.861,12.745,179.171
3.060,-56.738,12.982,179.232
3.070,-56.613,13.218,179.293
3.080,-56.487,13.454,179.354
3.090,-56.357,13.690,179.415
3.100,-56.226,13.925,179.477
3.110,-56.092,14.159,179.539
3.120,-55.956,14.393,179.601
3.130,-55.818,14.626,179.663
3.140,-55.678,14.859,179.726
3.150,-55.535,15.091,179.788
3.160,-55.391,15.323,179.851
3.170,-55.244,15.553,179.914
3.180,-55.095,15.784,179.978
3.190,-54.944,16.013,180.041
3.200,-54.790,16.242,180.105
3.210,-54.635,16.471,180.168
3.220,-54.477,16.698,180.232
3.230,-54.317,16.925,180.296
3.240,-54.155,17.152,180.360
3.250,-53.991,17.377,180.425
3.260,-53.825,17.602,180.489
3.270,-53.656,17.827,180.554
3.280,-53.486,18.050,180.618
3.290,-53.313,18.273,180.683
3.300,-53.139,18.495,180.748
3.310,-52.962,18.717,180.813
3.320,-52.783,18.937,180.878
3.330,-52.602,19.157,180.943
3.340,-52.419,19.377,181.008
3.350,-52.234,19.595,181.074
3.360,-52.047,19.813,181.139
3.370,-51.858,20.030,181.204
3.380,-51.667,20.246,181.270
3.390,-51.474,20.461,181.335
3.400,-51.279,20.676,181.401
3.410,-51.081,20.890,181.466
3.420,-50.882,21.102,181.532
3.430,-50.681,21.315,181.597
3.440,-50.478,21.526,181.663
3.450,-50.273,21.736,181.728
3.460,-50.066,21.946,181.794
3.470,-49.857,22.154,181.859
3.480,-49.646,22.362,181.925
3.490,-49.433,22.569,181.990
3.500,-49.218,22.775,182.055
3.510,-49.010,22.973,182.116
3.520,-48.790,23.178,182.182
3.530,-48.577,23.374,182.242
3.540,-48.352,23.578,182.309
3.550,-48.126,23.782,182.375
3.560,-47.899,23.984,182.441
3.570,-47.669,24.184,182.507
3.580,-47.438,24.384,182.572
3.590,-47.206,24.583,182.637
3.600,-46.971,24.781,182.702
3.610,-46.735,24.977,182.767
3.620,-46.497,25.173,182.832
3.630,-46.267,25.360,182.892
3.640,-46.024,25.554,182.957
3.650,-45.780,25.748,183.022
3.660,-45.534,25.940,183.086
3.670,-45.287,26.131,183.151
3.680,-45.038,26.321,183.215
3.690,-44.788,26.509,183.279
3.700,-44.536,26.697,183.342
3.710,-44.292,26.876,183.401
3.720,-44.035,27.062,183.464
3.730,-43.787,27.240,183.523
3.740,-43.526,27.425,183.587
3.750,-43.264,27.608,183.650
3.760,-43.010,27.783,183.708
3.770,-42.744,27.965,183.772
3.780,-42.477,28.146,183.835
3.790,-42.208,28.325,183.897
3.800,-41.938,28.503,183.959
3.810,-41.676,28.673,184.016
3.820,-41.402,28.849,184.078
3.830,-41.127,29.023,184.140
3.840,-40.850,29.197,184.201
3.850,-40.572,29.369,184.261
3.860,-40.293,29.540,184.321
3.870,-40.013,29.710,184.381
3.880,-39.731,29.878,184.440
3.890,-39.448,30.045,184.499
3.900,-39.163,30.211,184.557
3.910,-38.888,30.369,184.611
3.920,-38.599,30.533,184.670
3.930,-38.309,30.696,184.728
3.940,-38.018,30.857,184.785
3.950,-37.725,31.017,184.842
3.960,-37.432,31.176,184.899
3.970,-37.137,31.334,184.955
3.980,-36.840,31.490,185.011
3.990,-36.543,31.645,185.066
4.000,-36.244,31.799,185.121
4.010,-35.944,31.951,185.175
4.020,-35.642,32.102,185.229
4.030,-35.340,32.252,185.282
4.040,-35.036,32.401,185.335
4.050,-34.742,32.542,185.384
4.060,-34.446,32.683,185.433
4.070,-34.135,32.829,185.486
4.080,-33.823,32.974,185.538
4.090,-33.510,33.117,185.590
4.100,-33.197,33.259,185.641
4.110,-32.882,33.400,185.691
4.120,-32.567,33.539,185.741
4.130,-32.251,33.676,185.790
4.140,-31.933,33.813,185.839
4.150,-31.615,33.948,185.887
4.160,-31.295,34.081,185.934
4.170,-30.974,34.214,185.981
4.180,-30.653,34.344,186.027
4.190,-30.330,34.474,186.073
4.200,-30.006,34.602,186.118
4.210,-29.681,34.729,186.163
4.220,-29.355,34.854,186.207
4.230,-29.028,34.978,186.251
4.240,-28.700,35.101,186.294
4.250,-28.371,35.223,186.336
4.260,-28.040,35.343,186.378
4.270,-27.709,35.461,186.419
4.280,-27.377,35.578,186.459
4.290,-27.044,35.694,186.499
4.300,-26.710,35.809,186.539
4.310,-26.375,35.922,186.577
4.320,-26.039,36.034,186.615
4.330,-25.714,36.140,186.650
4.340,-25.374,36.249,186.687
4.350,-25.034,36.357,186.724
4.360,-24.693,36.464,186.760
4.370,-24.351,36.569,186.796
4.380,-24.008,36.673,186.830
4.390,-23.665,36.775,186.864
4.400,-23.320,36.876,186.897
4.410,-22.976,36.976,186.929
4.420,-22.630,37.074,186.961
4.430,-22.283,37.170,186.991
4.440,-21.936,37.265,187.021
4.450,-21.588,37.359,187.051
4.460,-21.240,37.451,187.079
4.470,-20.903,37.538,187.105
4.480,-20.552,37.628,187.133
4.490,-20.199,37.716,187.160
4.500,-19.846,37.803,187.186
4.510,-19.493,37.888,187.211
4.520,-19.139,37.972,187.236
4.530,-18.784,38.054,187.259
4.540,-18.429,38.135,187.282
4.550,-18.074,38.215,187.304
4.560,-17.718,38.292,187.325
4.570,-17.361,38.369,187.345
4.580,-17.004,38.444,187.365
4.590,-16.646,38.517,187.383
4.600,-16.288,38.589,187.401
4.610,-15.930,38.659,187.418
4.620,-15.570,38.728,187.434
4.630,-15.210,38.796,187.449
4.640,-14.850,38.861,187.464
4.650,-14.489,38.926,187.478
4.660,-14.127,38.989,187.490
4.670,-13.778,39.048,187.501
4.680,-13.414,39.108,187.513
4.690,-13.050,39.166,187.524
4.700,-12.685,39.224,187.534
4.710,-12.321,39.279,187.543
4.720,-11.956,39.333,187.550
4.730,-11.590,39.386,187.557
4.740,-11.225,39.437,187.563
4.750,-10.859,39.486,187.568
4.760,-10.506,39.532,187.572
4.770,-10.138,39.579,187.576
4.780,-9.770,39.624,187.579
4.790,-9.401,39.667,187.581
4.800,-9.033,39.709,187.581
4.810,-8.664,39.750,187.581
4.820,-8.296,39.788,187.580
4.830,-7.927,39.826,187.578
4.840,-7.558,39.861,187.574
4.850,-7.189,39.895,187.570
4.860,-6.820,39.928,187.565
4.870,-6.450,39.959,187.559
4.880,-6.081,39.988,187.552
4.890,-5.711,40.016,187.544
4.900,-5.342,40.043,187.535
4.910,-4.986,40.066,187.526
4.920,-4.614,40.089,187.516
4.930,-4.243,40.111,187.505
4.940,-3.871,40.131,187.492
4.950,-3.500,40.150,187.479
4.960,-3.128,40.167,187.464
4.970,-2.757,40.182,187.449
4.980,-2.386,40.196,187.432
4.990,-2.015,40.208,187.415
5.000,-1.644,40.219,187.396
5.010,-1.273,40.228,187.377
5.020,-0.902,40.235,187.357
5.030,-0.531,40.241,187.335
5.040,-0.161,40.246,187.313
5.050,0.196,40.248,187.291
5.060,0.554,40.249,187.269
5.070,0.914,40.248,187.247
5.080,1.275,40.246,187.224
5.090,1.637,40.242,187.201
5.100,2.000,40.237,187.177
5.110,2.363,40.230,187.152
5.120,2.742,40.222,187.124
5.130,3.104,40.213,187.097
5.140,3.467,40.202,187.069
5.150,3.831,40.189,187.040
5.160,4.195,40.175,187.010
5.170,4.560,40.160,186.980
5.180,4.924,40.143,186.948
5.190,5.290,40.124,186.915
5.200,5.654,40.104,186.882
5.210,6.019,40.082,186.848
5.220,6.399,40.058,186.809
5.230,6.762,40.033,186.772
5.240,7.126,40.007,186.734
5.250,7.490,39.979,186.695
5.260,7.868,39.948,186.652
5.270,8.244,39.916,186.607
5.280,8.604,39.883,186.565
5.290,8.965,39.849,186.521
5.300,9.326,39.813,186.477
5.310,9.687,39.775,186.433
5.320,10.048,39.736,186.387
5.330,10.409,39.695,186.341
5.340,10.785,39.651,186.290
5.350,11.143,39.607,186.241
5.360,11.503,39.562,186.192
5.370,11.862,39.514,186.142
5.380,12.221,39.465,186.091
5.390,12.580,39.415,186.039
5.400,12.939,39.363,185.986
5.410,13.297,39.309,185.933
5.420,13.656,39.254,185.879
5.430,14.013,39.197,185.824
5.440,14.386,39.136,185.763
5.450,14.755,39.074,185.701
5.460,15.109,39.013,185.642
5.470,15.462,38.950,185.583
5.480,15.816,38.885,185.523
5.490,16.169,38.819,185.462
5.500,16.537,38.748,185.396
5.510,16.902,38.676,185.328
5.520,17.251,38.605,185.265
5.530,17.601,38.533,185.201
5.540,17.950,38.459,185.136
5.550,18.299,38.383,185.071
5.560,18.648,38.305,185.005
5.570,18.997,38.226,184.939
5.580,19.345,38.145,184.872
5.590,19.693,38.063,184.805
5.600,20.041,37.979,184.737
5.610,20.387,37.893,184.668
5.620,20.733,37.806,184.598
5.630,21.079,37.717,184.528
5.640,21.424,37.627,184.457
5.650,21.769,37.535,184.386
5.660,22.113,37.442,184.314
5.670,22.456,37.347,184.241
5.680,22.798,37.250,184.168
5.690,23.140,37.152,184.094
5.700,23.481,37.052,184.019
5.710,23.821,36.951,183.944
5.720,24.160,36.848,183.868
5.730,24.499,36.744,183.792
5.740,24.837,36.638,183.715
5.750,25.188,36.526,183.631
5.760,25.536,36.414,183.546
5.770,25.868,36.304,183.467
5.780,26.200,36.193,183.387
5.790,26.531,36.080,183.308
5.800,26.862,35.965,183.228
5.810,27.192,35.849,183.148
5.820,27.521,35.731,183.067
5.830,27.850,35.612,182.987
5.840,28.178,35.491,182.906
5.850,28.505,35.368,182.824
5.860,28.831,35.244,182.743
5.870,29.156,35.119,182.661
5.880,29.481,34.992,182.579
5.890,29.804,34.864,182.496
5.900,30.126,34.734,182.413
5.910,30.461,34.597,182.324
5.920,30.780,34.465,182.240
5.930,31.098,34.331,182.156
5.940,31.415,34.196,182.072
5.950,31.732,34.059,181.989
5.960,32.047,33.920,181.905
5.970,32.361,33.781,181.821
5.980,32.675,33.639,181.737
5.990,32.987,33.496,181.653
6.000,33.299,33.352,181.569
6.010,33.609,33.207,181.484
6.020,33.918,33.060,181.400
6.030,34.226,32.911,181.316
6.040,34.533,32.762,181.232
6.050,34.838,32.610,181.148
6.060,35.143,32.458,181.064
6.070,35.446,32.304,180.980
6.080,35.748,32.149,180.896
6.090,36.049,31.992,180.812
6.100,36.348,31.834,180.728
6.110,36.647,31.675,180.645
6.120,36.944,31.514,180.561
6.130,37.239,31.352,180.478
6.140,37.534,31.189,180.395
6.150,37.827,31.024,180.312
6.160,38.118,30.859,180.230
6.170,38.409,30.691,180.147
6.180,38.698,30.523,180.065
6.190,38.985,30.353,179.983
6.200,39.271,30.182,179.902
6.210,39.556,30.010,179.821
6.220,39.839,29.837,179.740
6.230,40.121,29.662,179.660
6.240,40.402,29.487,179.580
6.250,40.681,29.310,179.501
6.260,40.958,29.131,179.422
6.270,41.234,28.952,179.343
6.280,41.508,28.771,179.265
6.290,41.782,28.589,179.187
6.300,42.053,28.406,179.110
6.310,42.323,28.222,179.034
6.320,42.591,28.037,178.958
6.330,42.858,27.851,178.882
6.340,43.123,27.663,178.807
6.350,43.386,27.475,178.733
6.360,43.648,27.285,178.660
6.370,43.908,27.094,178.587
6.380,44.167,26.902,178.514
6.390,44.424,26.709,178.443
6.400,44.679,26.515,178.372
6.410,44.932,26.320,178.302
6.420,45.184,26.124,178.232
6.430,45.434,25.927,178.163
6.440,45.683,25.729,178.095
6.450,45.929,25.530,178.028
6.460,46.174,25.329,177.962
6.470,46.417,25.128,177.896
6.480,46.658,24.926,177.831
6.490,46.898,24.723,177.767
6.500,47.135,24.519,177.704
6.510,47.371,24.314,177.642
6.520,47.605,24.108,177.581
6.530,47.837,23.901,177.520
6.540,48.068,23.693,177.460
6.550,48.296,23.484,177.402
6.560,48.522,23.274,177.344
6.570,48.747,23.063,177.287
6.580,48.970,22.852,177.231
6.590,49.190,22.640,177.176
6.600,49.409,22.426,177.122
6.610,49.626,22.212,177.069
6.620,49.841,21.997,177.016
6.630,50.054,21.781,176.965
6.640,50.265,21.565,176.915
6.650,50.473,21.347,176.866
6.660,50.680,21.129,176.818
6.670,50.885,20.910,176.771
6.680,51.088,20.690,176.724
6.690,51.289,20.470,176.679
6.700,51.488,20.248,176.635
6.710,51.684,20.026,176.592
6.720,51.887,19.794,176.547
6.730,52.079,19.571,176.505
6.740,52.268,19.348,176.465
6.750,52.455,19.124,176.426
6.760,52.641,18.899,176.388
6.770,52.824,18.673,176.352
6.780,53.005,18.446,176.316
6.790,53.185,18.219,176.282
6.800,53.362,17.991,176.248
6.810,53.537,17.762,176.216
6.820,53.709,17.532,176.185
6.830,53.880,17.302,176.155
6.840,54.048,17.072,176.126
6.850,54.215,16.840,176.098
6.860,54.379,16.608,176.071
6.870,54.541,16.375,176.045
6.880,54.700,16.142,176.020
6.890,54.858,15.908,175.997
6.900,55.013,15.673,175.974
6.910,55.166,15.438,175.953
6.920,55.316,15.203,175.933
6.930,55.465,14.966,175.913
6.940,55.611,14.729,175.895
6.950,55.755,14.492,175.878
6.960,55.896,14.254,175.862
6.970,56.035,14.016,175.847
6.980,56.172,13.777,175.833
6.990,56.307,13.538,175.820
7.000,56.439,13.298,175.808
7.010,56.569,13.058,175.797
7.020,56.702,12.807,175.787
7.030,56.826,12.567,175.778
7.040,56.949,12.327,175.770
7.050,57.069,12.085,175.763
7.060,57.186,11.844,175.757
7.070,57.301,11.601,175.753
7.080,57.414,11.359,175.749
7.090,57.525,11.116,175.747
7.100,57.634,10.872,175.745
7.110,57.740,10.628,175.745
7.120,57.843,10.384,175.746
7.130,57.945,10.139,175.747
7.140,58.044,9.893,175.750
7.150,58.140,9.648,175.753
7.160,58.234,9.402,175.758
7.170,58.326,9.156,175.763
7.180,58.415,8.909,175.770
7.190,58.502,8.662,175.777
7.200,58.587,8.415,175.786
7.210,58.669,8.167,175.795
7.220,58.748,7.919,175.806
7.230,58.826,7.671,175.817
7.240,58.901,7.423,175.829
7.250,58.973,7.174,175.842
7.260,59.043,6.925,175.856
7.270,59.110,6.676,175.871
7.280,59.176,6.427,175.887
7.290,59.238,6.177,175.903
7.300,59.298,5.928,175.921
7.310,59.356,5.678,175.939
7.320,59.412,5.427,175.958
7.330,59.464,5.177,175.978
7.340,59.515,4.927,175.999
7.350,59.563,4.676,176.021
7.360,59.611,4.415,176.046
7.370,59.653,4.166,176.069
7.380,59.694,3.916,176.093
7.390,59.731,3.666,176.117
7.400,59.767,3.415,176.143
7.410,59.800,3.165,176.169
7.420,59.831,2.914,176.197
7.430,59.859,2.663,176.225
7.440,59.885,2.412,176.253
7.450,59.908,2.161,176.283
7.460,59.929,1.910,176.313
7.470,59.947,1.659,176.345
7.480,59.964,1.407,176.377
7.490,59.977,1.156,176.409
7.500,59.988,0.905,176.442
7.510,59.997,0.653,176.476
7.520,60.003,0.402,176.511
7.530,60.007,0.150,176.547
7.540,60.008,-0.101,176.583
7.550,60.008,-0.363,176.623
7.560,60.004,-0.623,176.663
7.570,59.998,-0.882,176.703
7.580,59.990,-1.141,176.744
7.590,59.978,-1.398,176.785
7.600,59.964,-1.654,176.826
7.610,59.948,-1.909,176.868
7.620,59.929,-2.164,176.910
7.630,59.908,-2.418,176.953
7.640,59.884,-2.672,176.997
7.650,59.858,-2.925,177.041
7.660,59.830,-3.177,177.085
7.670,59.798,-3.429,177.130
7.680,59.766,-3.671,177.172
7.690,59.730,-3.924,177.218
7.700,59.692,-4.176,177.265
7.710,59.651,-4.428,177.313
7.720,59.608,-4.679,177.361
7.730,59.562,-4.929,177.409
7.740,59.514,-5.180,177.458
7.750,59.465,-5.420,177.503
7.760,59.414,-5.661,177.549
7.770,59.361,-5.903,177.597
7.780,59.305,-6.145,177.645
7.790,59.244,-6.398,177.697
7.800,59.181,-6.650,177.750
7.810,59.116,-6.900,177.804
7.820,59.049,-7.151,177.857
7.830,58.979,-7.400,177.911
7.840,58.907,-7.649,177.965
7.850,58.832,-7.897,178.019
7.860,58.756,-8.144,178.074
7.870,58.676,-8.391,178.129
7.880,58.598,-8.627,178.180
7.890,58.514,-8.874,178.236
7.900,58.428,-9.121,178.292
7.910,58.339,-9.366,178.349
7.920,58.248,-9.611,178.406
7.930,58.155,-9.856,178.463
7.940,58.060,-10.100,178.521
7.950,57.962,-10.343,178.578
7.960,57.862,-10.586,178.636
7.970,57.760,-10.828,178.695
7.980,57.655,-11.069,178.753
7.990,57.552,-11.301,178.808
8.000,57.443,-11.543,178.867
8.010,57.331,-11.784,178.927
8.020,57.217,-12.024,178.987
8.030,57.105,-12.255,179.043
8.040,56.986,-12.495,179.104
8.050,56.865,-12.734,179.166
8.060,56.742,-12.973,179.227
8.070,56.617,-13.211,179.289
8.080,56.489,-13.448,179.350
8.090,56.360,-13.685,179.412
8.100,56.228,-13.921,179.474
8.110,56.094,-14.156,179.536
8.120,55.962,-14.381,179.594
8.130,55.823,-14.616,179.657
8.140,55.682,-14.850,179.721
8.150,55.539,-15.084,179.784
8.160,55.394,-15.317,179.847
8.170,55.246,-15.548,179.911
8.180,55.097,-15.780,179.975
8.190,54.945,-16.010,180.039
8.200,54.791,-16.240,180.103
8.210,54.635,-16.469,180.167
8.220,54.477,-16.697,180.231
8.230,54.317,-16.924,180.295
8.240,54.155,-17.151,180.360
8.250,53.991,-17.377,180.424
8.260,53.824,-17.602,180.489
8.270,53.656,-17.827,180.553
8.280,53.485,-18.051,180.618
8.290,53.313,-18.274,180.683
8.300,53.138,-18.496,180.748
8.310,52.961,-18.717,180.813
8.320,52.782,-18.938,180.878
8.330,52.601,-19.158,180.943
8.340,52.418,-19.378,181.008
8.350,52.233,-19.596,181.074
8.360,52.046,-19.814,181.139
8.370,51.857,-20.031,181.204
8.380,51.666,-20.247,181.270
8.390,51.473,-20.462,181.335
8.400,51.277,-20.677,181.401
8.410,51.080,-20.891,181.466
8.420,50.881,-21.104,181.532
8.430,50.680,-21.316,181.597
8.440,50.476,-21.527,181.663
8.450,50.271,-21.738,181.729
8.460,50.064,-21.947,181.794
8.470,49.855,-22.156,181.860
8.480,49.644,-22.364,181.925
8.490,49.431,-22.571,181.990
8.500,49.216,-22.777,182.056
8.510,49.000,-22.982,182.121
8.520,48.781,-23.187,182.187
8.530,48.560,-23.390,182.252
8.540,48.346,-23.585,182.312
8.550,48.121,-23.787,182.378
8.560,47.893,-23.989,182.443
8.570,47.665,-24.189,182.509
8.580,47.434,-24.389,182.574
8.590,47.202,-24.587,182.639
8.600,46.967,-24.785,182.704
8.610,46.731,-24.981,182.769
8.620,46.494,-25.176,182.834
8.630,46.254,-25.371,182.898
8.640,46.013,-25.564,182.962
8.650,45.770,-25.756,183.026
8.660,45.526,-25.947,183.090
8.670,45.279,-26.138,183.154
8.680,45.031,-26.327,183.218
8.690,44.782,-26.515,183.281
8.700,44.530,-26.702,183.344
8.710,44.277,-26.888,183.407
8.720,44.032,-27.066,183.466
8.730,43.774,-27.251,183.529
8.740,43.514,-27.434,183.592
8.750,43.253,-27.617,183.655
8.760,42.991,-27.798,183.717
8.770,42.727,-27.979,183.779
8.780,42.461,-28.158,183.841
8.790,42.194,-28.335,183.903
8.800,41.926,-28.512,183.964
8.810,41.656,-28.688,184.025
8.820,41.384,-28.862,184.086
8.830,41.111,-29.036,184.146
8.840,40.836,-29.207,184.206
8.850,40.560,-29.378,184.266
8.860,40.292,-29.542,184.321
8.870,40.012,-29.711,184.380
8.880,39.730,-29.880,184.440
8.890,39.446,-30.046,184.499
8.900,39.161,-30.212,184.558
8.910,38.875,-30.377,184.616
8.920,38.588,-30.540,184.674
8.930,38.299,-30.702,184.731
8.940,38.009,-30.863,184.788
8.950,37.717,-31.023,184.845
8.960,37.424,-31.181,184.901
8.970,37.130,-31.338,184.957
8.980,36.834,-31.494,185.012
8.990,36.548,-31.642,185.063
9.000,36.248,-31.797,185.118
9.010,35.947,-31.949,185.173
9.020,35.645,-32.101,185.227
9.030,35.341,-32.251,185.281
9.040,35.037,-32.400,185.335
9.050,34.731,-32.548,185.387
9.060,34.424,-32.694,185.440
9.070,34.116,-32.839,185.491
9.080,33.806,-32.983,185.543
9.090,33.495,-33.125,185.594
9.100,33.183,-33.266,185.644
9.110,32.870,-33.406,185.694
9.120,32.568,-33.539,185.739
9.130,32.251,-33.677,185.789
9.140,31.933,-33.813,185.838
9.150,31.614,-33.948,185.886
9.160,31.294,-34.082,185.934
9.170,30.973,-34.214,185.981
9.180,30.651,-34.345,186.027
9.190,30.328,-34.475,186.073
9.200,30.004,-34.603,186.118
9.210,29.679,-34.730,186.163
9.220,29.352,-34.855,186.207
9.230,29.025,-34.979,186.251
9.240,28.697,-35.102,186.294
9.250,28.368,-35.223,186.336
9.260,28.038,-35.343,186.378
9.270,27.707,-35.462,186.419
9.280,27.374,-35.579,186.460
9.290,27.041,-35.695,186.500
9.300,26.719,-35.805,186.536
9.310,26.382,-35.919,186.575
9.320,26.045,-36.031,186.614
9.330,25.706,-36.142,186.652
9.340,25.367,-36.251,186.689
9.350,25.027,-36.359,186.726
